,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1226170,1226170,Forest of MATH,Agencija SQL,Agencija SQL,,1,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
570590,570590,Solitaire VR,"Babaroga, LLC","Tripp, LLC",,11,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1245550,1245550,Zombie Defense Shelter,Niko Belik,Niko Belik,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
625040,625040,Ophidia,MassDiGI,MassDiGI,,12,6,0,"0 .. 20,000",1,0,1,0,499,499,0,0
624830,624830,Battle Summoners VR,VoleR Creative,VoleR Creative,,30,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
629410,629410,VectorWave,Fizzure Entertainment,Fizzure Entertainment,,20,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
610210,610210,Planetes,New Orbit Games,New Orbit Games,,11,11,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1273450,1273450,Selfless Heroes,Félicien Brochu,Félicien Brochu,,24,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0
650340,650340,TublerVR,Reto Kolly,SiliconWetware,,0,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
651990,651990,The Montana Chronicles: Montana's Croatoa,Austin Boucher,Austin Boucher,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
611630,611630,Grave Chase,Skeleton Crew Studios,Skeleton Crew Studios,,33,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1270100,1270100,兵法：战国篇,奇正游戏,"奇正游戏, 史图馆",,33,4,0,"0 .. 20,000",0,0,0,0,1599,1599,0,1
1279620,1279620,Gem Master,Handy Dandy Games,Handy Dandy Games,,7,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
672770,672770,Poseidon - Project Dark Sky,DP Corp,DP Corp,,0,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1286010,1286010,Godless Tactics,Ice Arrow Games,"Ice Arrow Games, Offy D Corp",,61,1,0,"0 .. 20,000",0,0,0,0,699,699,0,1
1176480,1176480,The City of Time,DY_STUDIO,DY_STUDIO,,4,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1255050,1255050,Craft In Abyss,firepillar2,firepillar2,,29,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1339900,1339900,BOT.vinnik Chess: Combination Lessons,DeepGreen Games,DeepGreen Games,,50,2,0,"0 .. 20,000",0,0,0,0,99,99,0,4
1347460,1347460,Dark Cards,Pixel Cattle Games,Pixel Cattle Games,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
707860,707860,The Power Factory,Mathias,Mathias,,2,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
745420,745420,Tronix Defender,SHOKIZM INTERACTIVE,SHOKIZM INTERACTIVE,,3,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1354510,1354510,Traphouse Druglord,Street Conference Studios,Street Conference Studios,,4,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1414840,1414840,Zombie Rush - Heroes,MoonlightGames,MoonlightGames,,8,0,0,"0 .. 20,000",0,0,0,0,399,399,0,5
757230,757230,Donjon Defense,Obi-Wanya,Obi-Wanya,,1,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1417720,1417720,Gemini,"Gagonfe, Ulon, Rhowsl",Gagonfe,,40,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
1156480,1156480,My Very Own Light,The Wild Games,The Wild Games,,1,0,0,"0 .. 20,000",0,0,0,0,1079,1799,40,0
